"_defaultColorIndex","dimensionality (d-D)","id","log-likelihood","name"
"6","-14.065701484680176","3jjumhyv","12066.1376953125","svhn_vs_svhn_test_patenting"
"6","-13.454699516296387","3jjumhyv","10952.2919921875","svhn_vs_svhn_test_patenting"
"6","-42.94103240966797","3jjumhyv","12722.83984375","svhn_vs_svhn_test_patenting"
"6","-27.49275779724121","3jjumhyv","12570.1796875","svhn_vs_svhn_test_patenting"
"6","-84.54795837402344","3jjumhyv","13489.841796875","svhn_vs_svhn_test_patenting"
"6","-76.49578094482422","3jjumhyv","13571.3779296875","svhn_vs_svhn_test_patenting"
"6","-68.2846450805664","3jjumhyv","13485.5869140625","svhn_vs_svhn_test_patenting"
"6","-60.394866943359375","3jjumhyv","13527.078125","svhn_vs_svhn_test_patenting"
"6","-3.3692619800567627","3jjumhyv","11410.3515625","svhn_vs_svhn_test_patenting"
"6","-30.040830612182617","3jjumhyv","11842.869140625","svhn_vs_svhn_test_patenting"
"6","3.4324982166290283","3jjumhyv","11754.115234375","svhn_vs_svhn_test_patenting"
"6","-35.37290954589844","3jjumhyv","11278.7763671875","svhn_vs_svhn_test_patenting"
"6","-24.163816452026367","3jjumhyv","11669.0107421875","svhn_vs_svhn_test_patenting"
"6","-102.25665283203125","3jjumhyv","13881.03125","svhn_vs_svhn_test_patenting"
"6","-55.080936431884766","3jjumhyv","13068.734375","svhn_vs_svhn_test_patenting"
"6","-69.6845703125","3jjumhyv","13075.7763671875","svhn_vs_svhn_test_patenting"
"6","-31.388025283813477","3jjumhyv","13210.1376953125","svhn_vs_svhn_test_patenting"
"6","-41.907737731933594","3jjumhyv","13014.01953125","svhn_vs_svhn_test_patenting"
"6","-17.979293823242188","3jjumhyv","11967.4609375","svhn_vs_svhn_test_patenting"
"6","-29.31932258605957","3jjumhyv","12371.185546875","svhn_vs_svhn_test_patenting"
"6","-26.720855712890625","3jjumhyv","12336.3857421875","svhn_vs_svhn_test_patenting"
"6","-97.42393493652344","3jjumhyv","13527.9375","svhn_vs_svhn_test_patenting"
"6","-3.819648027420044","3jjumhyv","10185.8037109375","svhn_vs_svhn_test_patenting"
"6","-9.732529640197754","3jjumhyv","11140.3232421875","svhn_vs_svhn_test_patenting"
"6","-9.751617431640625","3jjumhyv","10726.10546875","svhn_vs_svhn_test_patenting"
"6","-41.520076751708984","3jjumhyv","10281.5625","svhn_vs_svhn_test_patenting"
"6","-20.88753890991211","3jjumhyv","11528.396484375","svhn_vs_svhn_test_patenting"
"6","-8.882630348205566","3jjumhyv","11571.876953125","svhn_vs_svhn_test_patenting"
"6","-75.73731231689453","3jjumhyv","13008.646484375","svhn_vs_svhn_test_patenting"
"6","-41.38313293457031","3jjumhyv","12919.65234375","svhn_vs_svhn_test_patenting"
"6","-34.62947463989258","3jjumhyv","11684.1767578125","svhn_vs_svhn_test_patenting"
"6","-44.473968505859375","3jjumhyv","11797.3642578125","svhn_vs_svhn_test_patenting"
"6","-15.142967224121094","3jjumhyv","11252.03515625","svhn_vs_svhn_test_patenting"
"6","-17.006818771362305","3jjumhyv","11188.087890625","svhn_vs_svhn_test_patenting"
"6","5.338881492614746","3jjumhyv","11307.5","svhn_vs_svhn_test_patenting"
"6","-36.901119232177734","3jjumhyv","11385.31640625","svhn_vs_svhn_test_patenting"
"6","-40.93294906616211","3jjumhyv","11135.2470703125","svhn_vs_svhn_test_patenting"
"6","-62.358367919921875","3jjumhyv","13164.130859375","svhn_vs_svhn_test_patenting"
"6","-51.46796417236328","3jjumhyv","13121.486328125","svhn_vs_svhn_test_patenting"
"6","-71.7391128540039","3jjumhyv","13485.9619140625","svhn_vs_svhn_test_patenting"
"6","-55.918846130371094","3jjumhyv","13382","svhn_vs_svhn_test_patenting"
"6","-24.826541900634766","3jjumhyv","12138.8984375","svhn_vs_svhn_test_patenting"
"6","-39.914154052734375","3jjumhyv","12284.5107421875","svhn_vs_svhn_test_patenting"
"6","-21.31863021850586","3jjumhyv","11887.408203125","svhn_vs_svhn_test_patenting"
"6","-27.399803161621094","3jjumhyv","12047.8515625","svhn_vs_svhn_test_patenting"
"6","-82.28314208984375","3jjumhyv","13181.966796875","svhn_vs_svhn_test_patenting"
"6","-69.34105682373047","3jjumhyv","13137.125","svhn_vs_svhn_test_patenting"
"5","-13.524612426757812","44zbi32d","8533.341796875","cifar10_vs_cifar10_test_weary"
"5","-31.10902214050293","44zbi32d","10152.4794921875","cifar10_vs_cifar10_test_weary"
"5","-31.73018455505371","44zbi32d","9796.6943359375","cifar10_vs_cifar10_test_weary"
"5","-3.528066873550415","44zbi32d","8801.921875","cifar10_vs_cifar10_test_weary"
"5","1.346185564994812","44zbi32d","7214.09814453125","cifar10_vs_cifar10_test_weary"
"5","-13.98897647857666","44zbi32d","8900.86328125","cifar10_vs_cifar10_test_weary"
"5","-6.619970798492432","44zbi32d","8400.0126953125","cifar10_vs_cifar10_test_weary"
"5","-27.479572296142578","44zbi32d","9860.0595703125","cifar10_vs_cifar10_test_weary"
