"_defaultColorIndex","id","intrinsic-dimension","log-likelihood","name"
"0","a6njhfm0","70.0986328125","12176.650390625","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","71.5087890625","12034.505859375","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","79.20263671875","12558.21484375","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","90.3642578125","12474.77734375","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","56.04541015625","12943.3154296875","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","56.38330078125","12935.9375","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","151.50634765625","10971.12890625","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","130.674072265625","11288.2958984375","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","141.525146484375","11026.048828125","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","182.6748046875","10524.09765625","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","155.427490234375","10976.23046875","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","48.758056640625","13607.779296875","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","79.68212890625","12575.91796875","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","79.185302734375","12732.279296875","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","77.79541015625","12356.216796875","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","78.419921875","12245.03125","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","161.66552734375","11173.8984375","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","87.314208984375","11748.474609375","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","77.045166015625","11893.39453125","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","61.9931640625","12879.01171875","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","203.783447265625","9920.962890625","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","138.301025390625","10787.3427734375","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","167.535400390625","10374.681640625","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","190.3798828125","10070.650390625","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","160.248291015625","10568.623046875","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","163.065673828125","10415.576171875","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","83.9775390625","12146.576171875","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","90.212158203125","12127.3857421875","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","100.9306640625","11448.380859375","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","102.96630859375","11594.5078125","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","146.367431640625","10953.962890625","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","135.412353515625","11037.173828125","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","143.575439453125","10781.4287109375","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","137.49609375","11102.5576171875","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","134.617919921875","10796.45703125","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","74.72802734375","12463.876953125","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","80.07666015625","12441.88671875","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","55.033935546875","12709.470703125","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","56.31494140625","12822.5673828125","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","94.84130859375","11820.7353515625","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","94.896240234375","11969.072265625","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","124.16455078125","11180.154296875","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","110.775146484375","11382.7626953125","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","90.6171875","12257.9892578125","cifar10_vs_svhn_test_interventionism"
"0","a6njhfm0","95.2265625","12264.60546875","cifar10_vs_svhn_test_interventionism"
