"_defaultColorIndex","id","lineKey","lineVal","name","step"
"11","dnq3rcgq","convolution-mean","7274.454198360443","celeba-small_vs_cifar100_test_goofing","-9.915966386554622"
"11","dnq3rcgq","convolution-mean","7269.047469139099","celeba-small_vs_cifar100_test_goofing","-9.705882352941176"
"11","dnq3rcgq","convolution-mean","7264.2214279174805","celeba-small_vs_cifar100_test_goofing","-9.495798319327731"
"11","dnq3rcgq","convolution-mean","7260.080181121826","celeba-small_vs_cifar100_test_goofing","-9.285714285714285"
"11","dnq3rcgq","convolution-mean","7256.726651668549","celeba-small_vs_cifar100_test_goofing","-9.07563025210084"
"11","dnq3rcgq","convolution-mean","7254.256687641144","celeba-small_vs_cifar100_test_goofing","-8.865546218487395"
"11","dnq3rcgq","convolution-mean","7252.755139827728","celeba-small_vs_cifar100_test_goofing","-8.655462184873949"
"11","dnq3rcgq","convolution-mean","7252.293957233429","celeba-small_vs_cifar100_test_goofing","-8.445378151260504"
"11","dnq3rcgq","convolution-mean","7252.929393529892","celeba-small_vs_cifar100_test_goofing","-8.235294117647058"
"11","dnq3rcgq","convolution-mean","7254.692652225494","celeba-small_vs_cifar100_test_goofing","-8.025210084033613"
"11","dnq3rcgq","convolution-mean","7257.568135976791","celeba-small_vs_cifar100_test_goofing","-7.815126050420169"
"11","dnq3rcgq","convolution-mean","7261.452789306641","celeba-small_vs_cifar100_test_goofing","-7.605042016806722"
"11","dnq3rcgq","convolution-mean","7266.087423801422","celeba-small_vs_cifar100_test_goofing","-7.394957983193278"
"11","dnq3rcgq","convolution-mean","7270.953663349152","celeba-small_vs_cifar100_test_goofing","-7.184873949579831"
"11","dnq3rcgq","convolution-mean","7275.136878967285","celeba-small_vs_cifar100_test_goofing","-6.974789915966387"
"11","dnq3rcgq","convolution-mean","7277.175811290741","celeba-small_vs_cifar100_test_goofing","-6.76470588235294"
"11","dnq3rcgq","convolution-mean","7274.944050788879","celeba-small_vs_cifar100_test_goofing","-6.554621848739496"
"11","dnq3rcgq","convolution-mean","7265.62468123436","celeba-small_vs_cifar100_test_goofing","-6.344537815126051"
"11","dnq3rcgq","convolution-mean","7245.828045368195","celeba-small_vs_cifar100_test_goofing","-6.134453781512605"
"11","dnq3rcgq","convolution-mean","7211.851843357086","celeba-small_vs_cifar100_test_goofing","-5.92436974789916"
"11","dnq3rcgq","convolution-mean","7160.025243282318","celeba-small_vs_cifar100_test_goofing","-5.7142857142857135"
"11","dnq3rcgq","convolution-mean","7087.0414843559265","celeba-small_vs_cifar100_test_goofing","-5.504201680672269"
"11","dnq3rcgq","convolution-mean","6990.195964097977","celeba-small_vs_cifar100_test_goofing","-5.2941176470588225"
"11","dnq3rcgq","convolution-mean","6867.495143175125","celeba-small_vs_cifar100_test_goofing","-5.084033613445378"
"11","dnq3rcgq","convolution-mean","6717.649351596832","celeba-small_vs_cifar100_test_goofing","-4.873949579831933"
"11","dnq3rcgq","convolution-mean","6539.995603561401","celeba-small_vs_cifar100_test_goofing","-4.663865546218487"
"11","dnq3rcgq","convolution-mean","6334.392772436142","celeba-small_vs_cifar100_test_goofing","-4.453781512605042"
"11","dnq3rcgq","convolution-mean","6101.120111942291","celeba-small_vs_cifar100_test_goofing","-4.243697478991596"
"11","dnq3rcgq","convolution-mean","5840.790253400803","celeba-small_vs_cifar100_test_goofing","-4.033613445378151"
"11","dnq3rcgq","convolution-mean","5554.277617454529","celeba-small_vs_cifar100_test_goofing","-3.8235294117647065"
"11","dnq3rcgq","convolution-mean","5242.65958070755","celeba-small_vs_cifar100_test_goofing","-3.613445378151262"
"11","dnq3rcgq","convolution-mean","4907.164130926132","celeba-small_vs_cifar100_test_goofing","-3.4033613445378137"
"11","dnq3rcgq","convolution-mean","4549.121452569962","celeba-small_vs_cifar100_test_goofing","-3.193277310924369"
"11","dnq3rcgq","convolution-mean","4169.915084838867","celeba-small_vs_cifar100_test_goofing","-2.9831932773109244"
"11","dnq3rcgq","convolution-mean","3770.9305205345154","celeba-small_vs_cifar100_test_goofing","-2.77310924369748"
"11","dnq3rcgq","convolution-mean","3353.4949592351913","celeba-small_vs_cifar100_test_goofing","-2.5630252100840316"
"11","dnq3rcgq","convolution-mean","2918.806193113327","celeba-small_vs_cifar100_test_goofing","-2.352941176470587"
"11","dnq3rcgq","convolution-mean","2467.855612874031","celeba-small_vs_cifar100_test_goofing","-2.1428571428571423"
"11","dnq3rcgq","convolution-mean","2001.3642253875732","celeba-small_vs_cifar100_test_goofing","-1.9327731092436977"
"11","dnq3rcgq","convolution-mean","1519.7533264160156","celeba-small_vs_cifar100_test_goofing","-1.722689075630253"
"11","dnq3rcgq","convolution-mean","1023.16972386837","celeba-small_vs_cifar100_test_goofing","-1.512605042016805"
"11","dnq3rcgq","convolution-mean","511.576867043972","celeba-small_vs_cifar100_test_goofing","-1.3025210084033603"
"11","dnq3rcgq","convolution-mean","-15.10164324939251","celeba-small_vs_cifar100_test_goofing","-1.0924369747899156"
"11","dnq3rcgq","convolution-mean","-556.8141778111458","celeba-small_vs_cifar100_test_goofing","-0.882352941176471"
"11","dnq3rcgq","convolution-mean","-1113.2381997704506","celeba-small_vs_cifar100_test_goofing","-0.6722689075630264"
"11","dnq3rcgq","convolution-mean","-1683.7005116939545","celeba-small_vs_cifar100_test_goofing","-0.4621848739495782"
"11","dnq3rcgq","convolution-mean","-2267.177136659622","celeba-small_vs_cifar100_test_goofing","-0.25210084033613356"
"11","dnq3rcgq","convolution-mean","-2862.360542535782","celeba-small_vs_cifar100_test_goofing","-0.042016806722688926"
"11","dnq3rcgq","convolution-mean","-3467.7641656398773","celeba-small_vs_cifar100_test_goofing","0.1680672268907557"
"11","dnq3rcgq","convolution-mean","-4081.8354432582855","celeba-small_vs_cifar100_test_goofing","0.37815126050420034"
"11","dnq3rcgq","convolution-mean","-4703.059037685394","celeba-small_vs_cifar100_test_goofing","0.5882352941176485"
"11","dnq3rcgq","convolution-mean","-5330.037791728973","celeba-small_vs_cifar100_test_goofing","0.7983193277310932"
"11","dnq3rcgq","convolution-mean","-5961.544959068298","celeba-small_vs_cifar100_test_goofing","1.0084033613445378"
"11","dnq3rcgq","convolution-mean","-6596.548139572144","celeba-small_vs_cifar100_test_goofing","1.2184873949579824"
"11","dnq3rcgq","convolution-mean","-7234.209212779999","celeba-small_vs_cifar100_test_goofing","1.4285714285714306"
"11","dnq3rcgq","convolution-mean","-7873.866951942444","celeba-small_vs_cifar100_test_goofing","1.6386554621848752"
"11","dnq3rcgq","convolution-mean","-8515.012839317322","celeba-small_vs_cifar100_test_goofing","1.8487394957983199"
"11","dnq3rcgq","convolution-mean","-9157.261145591736","celeba-small_vs_cifar100_test_goofing","2.0588235294117645"
"11","dnq3rcgq","convolution-mean","-9800.323813438416","celeba-small_vs_cifar100_test_goofing","2.268907563025209"
"11","dnq3rcgq","convolution-mean","-10443.986369132996","celeba-small_vs_cifar100_test_goofing","2.4789915966386573"
"11","dnq3rcgq","convolution-mean","-11088.08981704712","celeba-small_vs_cifar100_test_goofing","2.689075630252102"
"11","dnq3rcgq","convolution-mean","-11732.516021728516","celeba-small_vs_cifar100_test_goofing","2.8991596638655466"
"11","dnq3rcgq","convolution-mean","-12377.178479194641","celeba-small_vs_cifar100_test_goofing","3.109243697478991"
"11","dnq3rcgq","convolution-mean","-13022.013828277588","celeba-small_vs_cifar100_test_goofing","3.319327731092436"
"11","dnq3rcgq","convolution-mean","-13666.97542476654","celeba-small_vs_cifar100_test_goofing","3.529411764705884"
"11","dnq3rcgq","convolution-mean","-14312.030309677124","celeba-small_vs_cifar100_test_goofing","3.7394957983193287"
"11","dnq3rcgq","convolution-mean","-14957.15519618988","celeba-small_vs_cifar100_test_goofing","3.9495798319327733"
"11","dnq3rcgq","convolution-mean","-15602.333575248718","celeba-small_vs_cifar100_test_goofing","4.159663865546218"
"11","dnq3rcgq","convolution-mean","-16247.553236961365","celeba-small_vs_cifar100_test_goofing","4.3697478991596626"
"11","dnq3rcgq","convolution-mean","-16892.804315567017","celeba-small_vs_cifar100_test_goofing","4.579831932773111"
"11","dnq3rcgq","convolution-mean","-17538.082983016968","celeba-small_vs_cifar100_test_goofing","4.789915966386555"
"11","dnq3rcgq","convolution-mean","-18183.381494522095","celeba-small_vs_cifar100_test_goofing","5"
"11","dnq3rcgq","convolution-std","5829.52445663684","celeba-small_vs_cifar100_test_goofing","-20"
"11","dnq3rcgq","convolution-std","5827.398525844808","celeba-small_vs_cifar100_test_goofing","-19.789915966386555"
"11","dnq3rcgq","convolution-std","5825.052062732721","celeba-small_vs_cifar100_test_goofing","-19.57983193277311"
"11","dnq3rcgq","convolution-std","5822.494130967949","celeba-small_vs_cifar100_test_goofing","-19.369747899159663"
"11","dnq3rcgq","convolution-std","5819.730761340963","celeba-small_vs_cifar100_test_goofing","-19.159663865546218"
"11","dnq3rcgq","convolution-std","5816.765656031909","celeba-small_vs_cifar100_test_goofing","-18.949579831932773"
"11","dnq3rcgq","convolution-std","5813.601014933369","celeba-small_vs_cifar100_test_goofing","-18.73949579831933"
"11","dnq3rcgq","convolution-std","5810.23798284837","celeba-small_vs_cifar100_test_goofing","-18.529411764705884"
"11","dnq3rcgq","convolution-std","5806.676901259139","celeba-small_vs_cifar100_test_goofing","-18.319327731092436"
"11","dnq3rcgq","convolution-std","5802.917672682692","celeba-small_vs_cifar100_test_goofing","-18.10924369747899"
